name	stargazers_count	html_url
s-ui	297	https://github.com/admin8800/s-ui
hermes-war-room	268	https://github.com/Naroh091/hermes-war-room
AIGC	246	https://github.com/huangguohui2002/AIGC
charabook	101	https://github.com/mxnican/charabook
skillsmith-for-claude	52	https://github.com/fosterushka/skillsmith-for-claude
call_me_as_agent	50	https://github.com/huangdihd/call_me_as_agent
dinotty	39	https://github.com/xichan96/dinotty
shanshui-mingtang-fengshui-gis	37	https://github.com/limi124/shanshui-mingtang-fengshui-gis
mcp-chat	34	https://github.com/maile456/mcp-chat
DBStudio	31	https://github.com/GMSSH/DBStudio
