name	stargazers_count	html_url
easy-writing	612	https://github.com/yilujian/easy-writing
remiqora	116	https://github.com/inikolax/remiqora
AuditHook	37	https://github.com/needtobreathe/AuditHook
xianyu-pilot-pro	31	https://github.com/dameng2026/xianyu-pilot-pro
ohmyUI	26	https://github.com/JGG0sbp66/ohmyUI
SpeedVideo	24	https://github.com/AndranikFutureLabs/SpeedVideo
Chat	20	https://github.com/wjl8636/Chat
world-radio	17	https://github.com/ns2250225/world-radio
apipig	16	https://github.com/aizuda/apipig
Lemon-Light	14	https://github.com/happy0717/Lemon-Light
